站代號,類別,站名,縣市,鄉鎮區,地址,電話,服務中心,營業中,國道高速公路,無鉛92,無鉛95,無鉛98,酒精汽油,煤油,超柴,會員卡,刷卡自助,自助柴油站,電子發票,悠遊卡,一卡通,HappyCash,經度,緯度,營業時間,洗車類別,etag申裝儲值時間,保養間時間
D514K,自營站,建工路站,高雄市,三民區,建工路566號,(07)3832928,D5108,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,120.324722222222,22.6502777777778,00:00-24:00,洗車機,09:00-17:30(星期一~星期六),09:00-17:30(星期一~星期六) TEL：07-3837244
D514L,自營站,五甲站,高雄市,鳳山區,五甲一路232號,(07)7460364,D5108,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,120.354722222222,22.6183333333333,00:00-24:00,"
    ","
    ","
    "
D514M,自營站,中正路站,屏東縣,屏東市,中正路375號,(08)7364224,D511M,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,120.494722222222,22.6855555555556,00:00-24:00,"
    ",09:00-17:30(星期一~星期六),09:00-17:30(一~六)(日及國定例假日休息) TEL：08-7364224
D514N,自營站,高樹站,屏東縣,高樹鄉,長榮村興中路170號,(08)7962205,D511M,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,120.599166666667,22.8227777777778,06:30-21:30,"
    ","
    ","
    "
D514R,自營站,山東街站,高雄市,三民區,山東街70號,(07)3118164,D5108,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,120.311666666667,22.6425,07:00-23:00,"
    ","
    ","
    "
D514T,自營站,臨海工業區站,高雄市,小港區,沿海二路2號,(07)8010873,D5108,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1,120.370833333333,22.5430555555556,07:00-22:00,"
    ","
    ","
    "
D514U,自營站,鹽埔站,屏東縣,鹽埔鄉,鹽中村勝利路25號,(08)7932507,D511M,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,120.570277777778,22.7530555555556,06:30-21:30,"
    ","
    ","
    "
D514V,自營站,萬巒站,屏東縣,萬巒鄉,萬巒村中正路5-2號,(08)7811648,D511M,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,120.564166666667,22.5702777777778,07:00-21:00,"
    ","
    ","
    "
D514W,自營站,佳冬站,屏東縣,佳冬鄉,六根村佳和路145號,(08)8662004,D511M,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,120.544444444444,22.4172222222222,07:00-22:00,"
    ","
    ","
    "
D514X,自營站,南州站,屏東縣,南州鄉,七塊村三民路270號,(08)8642298,D511M,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,120.501388888889,22.4886111111111,07:00-21:00,"
    ","
    ","
    "
D514Y,自營站,大寮站,高雄市,大寮區,永芳里鳳林三路616號,(07)7813631,D5108,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,120.395,22.6088888888889,06:30-22:30,"
    ","
    ","
    "
D514Z,自營站,鳳松站,高雄市,鳳山區,武松里鳳松路178-5號,(07)7431562,D5108,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,120.362777777778,22.6369444444444,00:00-24:00,洗車機,"
    ","
    "
D5150,自營站,內埔站,屏東縣,內埔鄉,東寧村南寧路422號,(08)7792077,D511M,3,0,1,1,1,0,0,1,1,0,0,1,1,1,1,120.557777777778,22.6225,07:00-22:00,"
    ","
    ","
    "
D5151,自營站,旗山站,高雄市,旗山區,復新街17號,(07)6612044,D511N,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,120.4825,22.8847222222222,07:00-22:00,"
    ","
    ","
    "
D5152,自營站,潮州站,屏東縣,潮州鎮,三和里延平路217號,(08)7882044,D511M,1,0,1,1,1,0,0,0,1,1,0,1,1,1,1,120.54,22.5569444444444,00:00-24:00,"
    ","
    ",09:00-17:30(一~六)(日及國定例假日休息) TEL：08-7882044
D5153,自營站,前鎮站,高雄市,前鎮區,擴建路1-1號,(07)8213719,D5108,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,120.306111111111,22.5913888888889,07:00-22:00,"
    ","
    ","
    "
D5154,自營站,成功一路站,高雄市,前金區,成功一路384號,(07)2218734,D5108,1,0,1,1,1,0,0,0,1,1,0,1,1,1,1,120.294166666667,22.6236111111111,07:00-23:00,"
    ","
    ","
    "
D5155,自營站,鳳山站,高雄市,鳳山區,中山東路10號,(07)7462492,D5108,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,120.363333333333,22.6202777777778,06:00-23:00,洗車機,"
    ","
    "
D5156,自營站,忠孝路站,屏東縣,屏東市,忠孝路209-1號,(08)7337759,D511M,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,120.488333333333,22.6797222222222,06:30-22:30,洗車機,09:00-17:30(星期一~星期六),09:00-17:30(一~六)(日及國定例假日休息) TEL：08-7337759
D5157,自營站,東港站,屏東縣,東港鎮,興東里中正路一段85號,(08)8322352,D511M,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,120.455,22.4716666666667,00:00-24:00,"
    ","
    ","
    "
D5158,自營站,高雄加工區站,高雄市,前鎮區,加工區中四路3號(備註：週六、日及國定假日暫停營業),(07)8218011,D5108,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1,120.290833333333,22.6011111111111,07:30-18:30,"
    ","
    ","
    "
D5159,自營站,美濃站,高雄市,美濃區,和合里成功路133號,(07)6812044,D511N,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,120.546944444444,22.8938888888889,06:30-21:30,"
    ","
    ","
    "
D515A,自營站,林森二路站,高雄市,新興區,新田路82號,(07)2819638,D5108,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,120.305833333333,22.6230555555556,07:00-23:00,洗車機、自助投幣,"
    ","
    "
D515E,自營站,瑞豐站,高雄市,前鎮區,瑞福路2號,(07)7610629,D5108,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,120.336653,22.604724,00:00-24:00,"
    ","
    ","
    "
D515F,自營站,燕巢站,高雄市,燕巢區,南燕里中興路199號,(07)6161704,D511N,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,120.362777777778,22.7880555555556,07:00-21:00,"
    ","
    ","
    "
D515G,自營站,永安站,高雄市,永安區,維新里保安路47號,(07)6912014,D511N,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,120.242222222222,22.8141666666667,07:00-21:00,"
    ","
    ","
    "
D515H,自營站,林園沿海路站,高雄市,林園區,港埔里沿海路四段1號,(07)6417604,D5108,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0,120.386388888889,22.5,07:00-22:00,"
    ","
    ","
    "
D515J,自營站,大樹站,高雄市,大樹區,檨腳里中興北路184號,(07)6561249,D511N,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,120.434166666667,22.6988888888889,07:00-21:00,"
    ","
    ","
    "
D515K,自營站,水門站,屏東縣,內埔鄉,水門村中山路1號,(08)7991585,D511M,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,120.638055555556,22.7047222222222,06:00-21:00,"
    ","
    ","
    "
D515L,自營站,梓官站,高雄市,梓官區,梓和里和平路317號,(07)6173555,D511N,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,120.2625,22.7602777777778,00:00-24:00,"
    ","
    ","
    "
D515M,自營站,旗津站,高雄市,旗津區,中洲二路259號(禁止高度3.5公尺以上大型車輛進入),(07)5717391,D5108,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1,120.285,22.5911111111111,07:00-21:00,"
    ","
    ","
    "
D515N,自營站,杉林站,高雄市,杉林區,月眉里清水路304號,(07)6772888,D511N,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,120.538333333333,22.97,07:00-21:00,"
    ","
    ","
    "
D515R,自營站,長治站,屏東縣,長治鄉,崙上村中興路549號,(08)7622443,D511M,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,120.538611111111,22.6925,06:30-22:00,"
    ","
    ","
    "
D515U,自營站,新園站,屏東縣,新園鄉,內庄村興安路54號,(08)8684312,D511M,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,120.463333333333,22.5238888888889,06:30-21:30,洗車機,"
    ","
    "
D515V,自營站,潮星站,屏東縣,潮州鎮,三星里潮州路730號,(08)7894008,D511M,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,120.555555555556,22.5452777777778,07:00-21:00,自助投幣式,"
    ","
    "
D515W,自營站,竹田站,屏東縣,竹田鄉,泗州村連成路6-4號,(08)7894179,D511M,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,120.523611111111,22.5688888888889,07:00-21:00,"
    ","
    ","
    "
D515X,自營站,四維三路站(愛心站),高雄市,苓雅區,永定街93號,(07)3330396,D5108,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,120.311388888889,22.6191666666667,07:00-22:00,"
    ","
    ","
    "
D515Y,自營站,民權路站,高雄市,前鎮區,一心一路291號,(07)3316290,D5108,1,0,1,1,1,0,0,0,1,1,0,1,1,1,1,120.313611111111,22.6097222222222,00:00-24:00,洗車機,"
    ","
    "
D515Z,自營站,滿州站,屏東縣,滿州鄉,永靖村新庄路150號,(08)8801713,D511M,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,120.811944444444,22.0055555555556,07:00-18:00,"
    ","
    ","
    "
D5160,自營站,里港站,屏東縣,里港鄉,大平村中山南路25號,(08)7752054,D511M,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,120.493611111111,22.7722222222222,00:00-24:00,"
    ","
    ","
    "
D5161,自營站,恆春站,屏東縣,恆春鎮,網紗里省北路7號,(08)8892635,D511M,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,120.743333333333,22.0091666666667,07:00-21:00,洗車機,"
    ","
    "
D5162,自營站,36號碼頭站,高雄市,前鎮區,大華六街1號(週、六日營業至12:00),(07)8216398,D5108,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1,120.291111111111,22.6061111111111,08:00-16:00,"
    ","
    ","
    "
D5163,自營站,萬丹站,屏東縣,萬丹鄉,萬丹路一段399號,(08)7772142,D511M,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,120.488611111111,22.5933333333333,06:30-22:00,"
    ","
    ","
    "
D5164,自營站,橋頭站,高雄市,橋頭區,橋頭里成功北路15號,(07)6113644,D511N,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,120.307777777778,22.7625,07:00-23:00,洗車機,09:00-17:30(星期一~星期六),09:00-17:30(一~五)(週六隔周休、建議先電話聯繫)(日及國定例假日休息) TEL：07-6113644
D5165,自營站,高鳳站,高雄市,苓雅區,建國一路3號,(07)7491901,D5108,3,0,1,1,1,0,0,1,1,1,0,1,1,1,1,120.3425,22.6283333333333,00:00-24:00,洗車機,"
    ","
    "
D5166,自營站,中正三路站,高雄市,新興區,中正三路9號,(07)2261045,D5108,1,0,1,1,1,0,0,0,1,1,0,1,1,1,1,120.310555555556,22.6305555555556,07:00-23:00,"
    ","
    ","
    "
D5167,自營站,三多二路站,高雄市,苓雅區,三多二路80號,(07)7618709,D5108,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,120.326944444444,22.6213888888889,07:00-23:00,"
    ","
    ","
    "
D5168,自營站,中山二路站,高雄市,前金區,中山二路569號,(07)2317441,D5108,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,120.301111111111,22.6219444444444,07:00-22:00,"
    ","
    ","
    "
D5169,自營站,大義街站,高雄市,鹽埕區,大義街56-1號,(07)5518163,D5108,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,120.286111111111,22.6205555555556,07:00-23:00,"
    ","
    ","
    "
D516A,自營站,漁港路站,高雄市,前鎮區,漁港路2號,(07)8216516,D5108,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,120.318888888889,22.5783333333333,00:00-24:00,"
    ","
    ","
    "
D516E,自營站,麟洛站,屏東縣,麟洛鄉,麟蹄村中山路64號,(08)7233148,D511M,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,120.530555555556,22.6475,07:00-22:00,自助投幣式 ,"
    ","
    "
D516F,自營站,覺民路站,高雄市,三民區,覺民路362號,(07)3869992,D5108,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,120.334444444444,22.6408333333333,00:00-24:00,洗車機,09:00-17:30(星期一~星期六),09:00-17:30(一~六)(日及國定例假日休息) TEL：07-3847625
D516G,自營站,嶺口站,高雄市,大樹區,統嶺里統嶺路125號之2,(07)6562965,D511N,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1,120.436388888889,22.7733333333333,07:00-21:00,"
    ","
    ","
    "
D516K,自營站,鼎山路站,高雄市,三民區,鼎山街373號,(07)3839681,D511N,1,0,1,1,1,0,0,0,1,1,0,1,1,1,1,120.321944444444,22.6572222222222,00:00-24:00,"
    ","
    ","
    "
D516L,自營站,墾丁站,屏東縣,恆春鎮,墾丁里墾丁路402號,(08)8861408,D511M,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,120.792777777778,21.9461111111111,07:00-21:00,自助投幣式 ,"
    ","
    "
D516N,自營站,右昌軍校路站,高雄市,楠梓區,軍校路737號,(07)3637331,D511N,1,0,1,1,1,0,0,0,1,1,0,1,1,1,1,120.292222222222,22.7086111111111,06:30-22:00,"
    ","
    ","
    "
D516R,自營站,內門站,高雄市,內門區,南屏路125號,(07)6671661,D511N,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,120.455,22.9211111111111,07:00-21:00,"
    ","
    ","
    "
D516T,自營站,和生路站,屏東縣,屏東市,橋南里和生路一段560號,(08)7536740,D511M,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,120.494722222222,22.6530555555556,07:00-21:00,"
    ","
    ","
    "
D516U,自營站,九如東寧站,屏東縣,九如鄉,東寧村九如路一段16號,(08)7390078,D511M,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,120.488888888889,22.72,06:00-22:00,洗車機,"
    ","
    "
D516V,自營站,南鼓山站,高雄市,鼓山區,捷興二街46號,(07)5517556,D5108,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,120.275277777778,22.6219444444444,07:00-22:00,"
    ","
    ","
    "
D516W,自營站,楠梓加工區站,高雄市,楠梓區,經五路125號(備註：週日及國定假日暫停營業(含連續假日)),(07)3630096,D511N,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,120.301388888889,22.7219444444444,07:30-18:00,"
    ","
    ","
    "
D516X,自營站,崁頂站,屏東縣,崁頂鄉,崁頂村中正路251號,(08)8632842,D511M,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,120.520555555556,22.5216666666667,07:00-21:00,洗車機,"
    ","
    "
D516Y,自營站,蚵仔寮站,高雄市,梓官區,信蚵里通港路通港巷1號(備註：週日暫停營業),(07)6103984,D511N,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,120.253611111111,22.7244444444444,09:00-18:00,"
    ","
    ","
    "
D5170,自營站,楓港站,屏東縣,枋山鄉,楓港村舊庄路53號,(08)8771141,D511M,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,120.689444444444,22.1991666666667,07:00-21:00,"
    ","
    ","
    "
D5171,自營站,建國一路站,高雄市,苓雅區,建國一路142號,(07)7518715,D5108,1,0,1,1,1,0,0,0,1,1,0,1,1,1,1,120.33,22.6327777777778,00:00-24:00,洗車機,09:00-17:30(星期一~星期六),09:00-17:30(星期一~星期六) TEL：07-7232770
D5173,自營站,復興路站,屏東縣,屏東市,復興路261號,(08)7525421,D511M,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,120.487777777778,22.6608333333333,00:00-24:00,洗車機,09:00-17:30(星期一~星期六),09:00-17:30(一~六)(日及國定例假日休息) TEL：08-7525421
D5174,自營站,青年路站,高雄市,苓雅區,民權一路105號,(07)3352549,D5108,1,0,1,1,1,0,0,0,1,1,0,1,1,1,1,120.311944444444,22.6230555555556,07:00-23:00,洗車機,"
    ","
    "
D5175,自營站,新埤站,屏東縣,新埤鄉,新埤村新中路74號,(08)7971017,D511M,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,120.548333333333,22.4697222222222,00:00-24:00,"
    ",09:00-17:30(星期一~星期六),09:00-17:30(一~六)(日及國定例假日休息) TEL：08-7971017
D5176,自營站,仁武站,高雄市,仁武區,鳳仁路282號,(07)3711361,D511N,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,120.344444444444,22.7033333333333,00:00-24:00,洗車機,"
    ","
    "
D5177,自營站,九曲堂站,高雄市,大寮區,義和里鳳屏二路297號,(07)6512175,D5108,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,120.417777777778,22.6422222222222,07:00-21:00,"
    ","
    ","
    "
D5178,自營站,小港站,高雄市,小港區,大業北路45號,(07)8023938,D5108,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,120.344166666667,22.5675,06:00-23:00,洗車機,"
    ","
    "
D5179,自營站,六龜站,高雄市,六龜區,光復路308號,(07)6891059,D511N,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,120.636111111111,22.9911111111111,07:00-21:00,"
    ","
    ","
    "
D517A,自營站,小琉球站,屏東縣,琉球鄉,大福村和平路3巷33-7號,(08)8613054,D511M,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,120.371944444444,22.3322222222222,08:00-17:30,"
    ","
    ","
    "
D517E,自營站,南寮站,高雄市,彌陀區,南寮里漁港路73號(備註：週六、日暫停營業),(07)6109661,D511N,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,120.237222222222,22.7641666666667,09:00-18:00,"
    ","
    ","
    "
D517F,自營站,南一路站,高雄市,前鎮區,漁港南一路19-1號,(07)8153105,D5108,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1,120.317777777778,22.5683333333333,07:00-21:00,"
    ","
    ","
    "
D517K,自營站,大豐站,屏東縣,屏東市,前進里建國路410號,(08)7534011,D511M,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,120.466111111111,22.6555555555556,06:30-22:30,"
    ","
    ","
    "
D517L,自營站,左楠加油加氣站,高雄市,楠梓區,左楠路2-1號,(07)5888562,D511N,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0,120.303888888889,22.7008333333333,07:00-22:00,"
    ","
    ","
    "
D517M,自營站,南州交流道站,屏東縣,南州鄉,壽元村大同路107號,(08)8644993,D511M,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,120.538888888889,22.4916666666667,00:00-24:00,"
    ","
    ","
    "
D517N,自營站,大林站,高雄市,小港區,鳳華路1號,(07)8714612,D5108,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,120.349722222222,22.5247222222222,07:00-21:00,"
    ","
    ","
    "
D517R,自營站,前鎮漁港路加油站,高雄市,前鎮區,漁港路2-1號,(07)8224007,D5108,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,120.318333333333,22.5777777777778,07:00-21:00,"
    ","
    ","
    "
D5180,自營站,楠梓交流道站,高雄市,楠梓區,鳳楠路45號　　　　　　　　　　　,(07)3537642,D511N,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,120.331111111111,22.7222222222222,00:00-24:00,"
    ","
    ","
    "
D5531,漁船站,馬公漁船站,澎湖縣,"
    ",馬公市海安街16號(備註:週六暫停營業),(06)9272585,D5502,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.5707588,23.5682089,08:00-16:00,"
    ","
    ","
    "
D5534,漁船站,鎖港漁船站,澎湖縣,"
    ",馬公市鎖港里293號(備註:星期六日暫停營業),(06)9951005,D5502,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.605382176411,23.5330635605,08:00-16:00,"
    ","
    ","
    "
D5535,漁船站,赤崁漁船站,澎湖縣,"
    ",白沙鄉赤崁村37號(備註:星期六日暫停營業),(06)9931078,D5502,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.602776921781,23.6699571861,08:00-16:00,"
    ","
    ","
    "
D5536,漁船站,七美漁船站,澎湖縣,"
    ",七美鄉南港村1-2號(備註:星期六暫停營業),(06)9971255,D5502,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.422076,23.194553,08:00-16:00,"
    ","
    ","
    "
D5537,漁船站,望安漁船站,澎湖縣,"
    ",望安鄉東安村2-14號(備註:週六暫停營業),(06)9991176,D5502,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.507193,23.362916,08:00-16:00,"
    ","
    ","
    "
D5538,漁船站,外垵漁船站,澎湖縣,"
    ",西嶼鄉外垵村89-2號(備註:週六15:00後及週日暫停營業),(06)9983371,D5502,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.483179,23.564191,08:00-16:00,"
    ","
    ","
    "
D5539,漁船站,龍門漁船站,澎湖縣,"
    ",湖西鄉龍門村119-63號(備註:星期六日暫停營業),(06)9921412,D5502,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.674881,23.560245,08:00-16:00,"
    ","
    ","
    "
D556A,自營站,馬公站,澎湖縣,馬公市,民福路18號,(06)9272595,D5502,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,119.568611111111,23.565,07:00-22:00,自助投幣式 ,"
    ","
    "
D556E,自營站,通梁站,澎湖縣,白沙鄉,通梁村25-1號,(06)9931021,D5502,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,119.562777777778,23.6594444444444,08:00-17:00,"
    ","
    ","
    "
D556F,自營站,湖西站,澎湖縣,湖西鄉,湖西村77-15號,(06)9921064,D5502,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,119.654722222222,23.5838888888889,07:00-18:00,"
    ","
    ","
    "
D556H,自營站,七美站,澎湖縣,七美鄉,南港村11鄰1-2號(備註:週六暫停營業),(06)9971255,D5502,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,119.421944444444,23.1947222222222,08:00-16:00,"
    ","
    ","
    "
D556J,自營站,池東站,澎湖縣,西嶼鄉,池東村2-1號,(06)9982265,D5502,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,119.511111111111,23.6036111111111,07:00-16:00,"
    ","
    ","
    "
D556K,自營站,望安站,澎湖縣,望安鄉,東安村2-14號(備註：週六暫停營業) ,(06)9991176,D5502,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,119.5075,23.3622222222222,08:00-16:00,"
    ","
    ","
    "
D556L,自營站,外垵站,澎湖縣,西嶼鄉,外垵村89-2號(備註:週六16:00後及週日暫停營業),(06)9983371,D5502,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,119.483055555556,23.5638888888889,08:00-16:00,"
    ","
    ","
    "
D6130,漁船站,花蓮漁船站,花蓮縣,"
    ","花蓮市港濱路39號(週六08:00-12:00營業,下午及週日不營業)",(03)8228297,D6108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.638314080421,23.9957877377,08:30-16:30,"
    ","
    ","
    "
D6132,漁船站,內埤漁船站,宜蘭縣,"
    ",蘇澳鎮內埤路7號,(03)9962643,D611M,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.871248,24.579018,08:00-17:00,"
    ","
    ","
    "
D6133,漁船站,北關漁船站,宜蘭縣,"
    ",頭城鎮濱海路三段326號,(03)9776128,D611M,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.870826,24.905748,08:00-17:00,"
    ","
    ","
    "
D6134,漁船站,新港漁船站,台東縣,"
    ",成功鎮港邊路2號,(089)851057,D611N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.379497,23.099351,08:00-17:00,"
    ","
    ","
    "
D6135,漁船站,綠島漁船站,台東縣,"
    ",綠島鄉南寮村漁港路7號,(089)672313,D611N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.474809860833,22.6606935313,08:00-17:00,"
    ","
    ","
    "
D6136,漁船站,富岡漁船站,台東縣,"
    ",台東市富岡街316號(註：週六營業至13:30，週日不營業),(089)281165,D611N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.191621,22.791847,10:00-17:00,"
    ","
    ","
    "
D6137,漁船站,大溪漁船站,宜蘭縣,"
    ",頭城鎮濱海路五段488號,(03)9780838,D611M,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.901124,24.941099,09:00-17:00,"
    ","
    ","
    "
D6138,漁船站,台東流動漁船站,台東縣,"
    ",台東市富岡街316號,(089)281165,D611N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.093099282028,24.9337366074,     -     ,"
    ","
    ","
    "
D6140,自營站,港口站,花蓮縣,花蓮市,吉林路2號,(03)8228640,D6108,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,121.631388888889,23.9972222222222,07:00-21:00,洗車機,"
    ",09:00-17:00(一~五、隔週六)(日及國定例假日休息) TEL：03-8246153
D6141,自營站,中華路站,花蓮縣,花蓮市,中華路333號,(03)8323424,D6108,1,0,1,1,1,0,0,0,1,1,0,1,1,1,1,121.5975,23.9747222222222,07:00-22:00,"
    ",09:00-12:00、13:00-18:00(星期一~星期六),09:00-17:00(一~六)(日及國定例假日休息) TEL：03-8323424
D6142,自營站,玉里站,花蓮縣,玉里鎮,大同路219號,(03)8882307,D6108,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,121.3125,23.3333333333333,07:00-21:00,洗車機,"
    ","
    "
D6143,自營站,太魯閣站,花蓮縣,秀林鄉,富世村154-1號,(03)8611009,D6108,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,121.625555555556,24.1516666666667,07:00-19:00,"
    ","
    ","
    "
D6144,自營站,光復站,花蓮縣,光復鄉,中山路二段340號,(03)8701070,D6108,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1,121.424722222222,23.6677777777778,08:00-16:00,自助投幣式,"
    ","
    "
D6145,自營站,鳳林站,花蓮縣,鳳林鎮,中正路一段371號,(03)8762114,D6108,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,121.446111111111,23.7411111111111,07:00-21:00,"
    ","
    ","
    "
D6146,自營站,南埔站,花蓮縣,吉安鄉,仁和村中正路二段6號,(03)8522853,D6108,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,121.589722222222,23.9641666666667,00:00-24:00,洗車機,"
    ","
    "
D6147,自營站,瑞穗站,花蓮縣,瑞穗鄉,瑞穗村2鄰中正南路一段105號,(03)8872201,D6108,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,121.377222222222,23.4933333333333,07:00-21:00,洗車機,"
    ","
    "
D6148,自營站,豐濱站,花蓮縣,豐濱鄉,豐濱村光豐路53號,(03)8791134,D6108,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,121.520277777778,23.6025,08:00-17:00,自助投幣式,"
    ","
    "
D6149,自營站,壽豐站,花蓮縣,壽豐鄉,壽豐路一段1號,(03)8655891,D6108,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,121.508888888889,23.8677777777778,07:00-21:00,"
    ","
    ","
    "
D6150,自營站,北埔站,花蓮縣,新城鄉,北埔村北埔路368號,(03)8266825,D6108,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,121.603611111111,24.0394444444444,00:00-24:00,"
    ","
    ","
    "
D6151,自營站,中山路站,花蓮縣,花蓮市,中山路752號,(03)8561117,D6108,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,121.595,23.9958333333333,00:00-24:00,"
    ",09:00-17:00(星期一~星期六),09:00-17:00(一~六)(日及國定例假日休息) TEL：03-8578466
D6152,自營站,關原站,花蓮縣,秀林鄉,富世村關原15號,(04)25991176,D6108,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1,121.3422222,24.1849999,09:00-18:00,"
    ","
    ","
    "
